Vehicle Original,Sales,% Change,Change,Movie Presence,Release,Car,Stars,Vehicle,Rank,Gross,Distributor,Year,Strong Appearance,Weak Appearance,Total Appearance,Best Rank,Highest Star
mercedes-benz sprinter,20929,0.262532424,Positive,mercedes-benz sprinter,Skyfall,2006 mercedes-benz sprinter [t1n],1,mercedes-benz sprinter,4,"$290,904,271 ",Sony Pictures Entertainment (SPE),2012,0,3,3,4,1
mini cooper,45111,0.104903498,Positive,mini cooper,American Reunion,mini cooper s,3,mini cooper,54,"$57,011,521 ",Universal Pictures,2012,3,4,7,54,3
mini cooper clubman,5769,-0.157071888,Negative,mini cooper,,,,,,,,2012,,,,,
mini cooper convertible,4813,-0.030419017,Negative,mini cooper,,,,,,,,2012,,,,,
mini cooper coupe,2880,2.022035677,Positive,mini cooper,,,,,,,,2012,,,,,
mini cooper hardtop 2-door,29278,0.043146756,Positive,mini cooper,,,,,,,,2012,,,,,
mini countryman,21012,0.259485704,Positive,mini countryman,Think Like a Man,2011 mini countryman cooper s,1,mini countryman,28,"$91,547,205 ",Screen Gems,2012,0,1,1,28,1
mitsubishi eclipse/spyder,1173,-0.844553406,Negative,mitsubishi eclipse/spyder,Act of Valor,2001 mitsubishi eclipse spyder 3g,1,mitsubishi eclipse,38,"$70,012,847 ",Relativity Media,2012,0,3,3,38,1
mitsubishi endeavor,501,-0.948125906,Negative,mitsubishi endeavor,21 Jump Street,2006 mitsubishi endeavor,1,mitsubishi endeavor,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,0,1,1,18,1
mitsubishi galant,13261,-0.151621777,Negative,mitsubishi galant,The Bourne Legacy,1993 mitsubishi galant,2,mitsubishi galant,24,"$113,203,870 ",Universal Pictures,2012,0,5,5,24,2
mitsubishi lancer,16426,-0.173493006,Negative,mitsubishi lancer,Mission: Impossible - Ghost Protocol,2006 mitsubishi lancer,2,mitsubishi lancer,30,"$87,050,578 ",Paramount Pictures,2012,0,5,5,30,2
mitsubishi outlander,7750,-0.20821414,Negative,mitsubishi outlander,Safe House,2007 mitsubishi outlander,1,mitsubishi outlander,21,"$126,373,434 ",Universal Pictures,2012,0,1,1,21,1
mitsubishi outlander sport,18091,0.10022502,Positive,mitsubishi outlander,,,,,,,,2012,,,,,
mitsubishi i-miev,588,6.35,Positive,mitsubishi i-miev,The Dictator,2012 mitsubishi i-miev,1,mitsubishi i-miev,51,"$59,650,222 ",Paramount Pictures,2012,0,1,1,51,1
nissan 370z/350z,7338,0.001364629,Positive,nissan 370z/350z,Mission: Impossible - Ghost Protocol,2006 nissan 350z,1,nissan 350z,30,"$87,050,578 ",Paramount Pictures,2012,0,1,1,30,1
nissan altima,302934,0.126228247,Positive,nissan altima,The Three Stooges,2010 nissan altima,2,nissan altima,75,"$44,338,224 ",Twentieth Century Fox,2012,0,11,11,75,2
nissan armada,18072,-0.014129071,Negative,0,,,,,,,,2012,,,,,
nissan cube,7667,-0.469742029,Negative,0,,,,,,,,2012,,,,,
nissan frontier,55435,0.072243714,Positive,nissan frontier,Jack Reacher,2005 nissan frontier,1,nissan frontier,70,"$47,550,642 ",Paramount Pictures,2012,0,1,1,70,1
nissan gt-r,1188,-0.081916538,Negative,0,,,,,,,,2012,,,,,
nissan juke,36358,0.013152762,Positive,nissan juke,The Three Stooges,2011 nissan juke,1,nissan juke,75,"$44,338,224 ",Twentieth Century Fox,2012,0,1,1,75,1
nissan leaf,9819,0.014988629,Positive,nissan leaf,Parental Guidance,2011 nissan leaf,3,nissan leaf,98,"$33,993,350 ",Twentieth Century Fox,2012,1,0,1,98,3
nissan maxima,59349,0.010419327,Positive,nissan maxima,Chronicle,1989 nissan maxima,2,nissan maxima,45,"$64,575,175 ",Twentieth Century Fox,2012,0,5,5,45,2
nissan murano,51675,-0.036381606,Negative,nissan murano,Mission: Impossible - Ghost Protocol,2003 nissan murano,1,nissan murano,30,"$87,050,578 ",Paramount Pictures,2012,0,3,3,30,1
nissan nv,10179,0.579608939,Positive,0,,,,,,,,2012,,,,,
nissan pathfinder,42621,0.643377675,Positive,nissan pathfinder,Skyfall,2005 nissan pathfinder,1,nissan pathfinder,4,"$290,904,271 ",Sony Pictures Entertainment (SPE),2012,0,6,6,4,1
nissan quest,18275,0.498073613,Positive,0,,,,,,,,2012,,,,,
nissan rogue,142349,0.142970701,Positive,0,,,,,,,,2012,,,,,
nissan sentra,106395,-0.074753676,Negative,nissan sentra,Contraband,1993 nissan sentra,2,nissan sentra,40,"$66,528,000 ",Universal Pictures,2012,0,11,11,40,2
nissan titan,21576,-0.019005183,Negative,nissan titan,The Twilight Saga: Breaking Dawn - Part 2,2004 nissan titan,1,nissan titan,5,"$286,422,893 ",Lionsgate,2012,0,1,1,5,1
nissan versa,113327,0.136338113,Positive,nissan versa,Underworld: Awakening,2010 nissan versa,2,nissan versa,49,"$62,321,039 ",Screen Gems,2012,0,7,7,49,2
nissan xterra,17222,-0.054826848,Negative,nissan xterra,21 Jump Street,2001 nissan xterra,1,nissan xterra,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,0,1,1,18,1
porsche 911,8528,0.417553191,Positive,porsche 911,Ted,2011 porsche 911 turbo s cabrio [997],1,porsche 911,9,"$218,815,487 ",Universal Pictures,2012,0,4,4,9,1
porsche boxster,2894,0.632261703,Positive,porsche boxster,21 Jump Street,1997 porsche boxster [986],3,porsche boxster,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,1,0,1,18,3
porsche cayenne,15545,0.197796271,Positive,porsche cayenne,Ghost Rider: Spirit of Vengeance,porsche cayenne [955],3,porsche cayenne,63,"$51,774,002 ",Sony Pictures Entertainment (SPE),2012,1,1,2,63,3
porsche cayman,462,-0.664488017,Negative,0,,,,,,,,2012,,,,,
porsche panamera,7614,0.106846925,Positive,porsche panamera,Good Deeds,2010 porsche panamera [970],3,porsche panamera,96,"$35,025,791 ",Lionsgate,2012,1,1,2,96,3
ram cargo van,7075,9.223988439,Positive,0,,,,,,,,2012,,,,,
ram pickup,293363,0.198559423,Positive,0,,,,,,,,2012,,,,,
scion iq,8879,34.80241935,Positive,0,,,,,,,,2012,,,,,
scion tc,22666,0.010386484,Positive,scion tc,21 Jump Street,2005 scion tc,1,scion tc,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,0,3,3,18,1
scion xb,19787,0.162778398,Positive,0,,,,,,,,2012,,,,,
scion xd,10756,0.123576726,Positive,0,,,,,,,,2012,,,,,
smart fortwo,10009,0.921850998,Positive,smart fortwo,The Expendables 2,smart fortwo,3,smart fortwo,33,"$85,028,192 ",Lionsgate,2012,1,1,2,33,3
subaru forester,76347,0.001981731,Positive,subaru forester,Trouble with the Curve,2001 subaru forester,1,subaru forester,93,"$35,763,137 ",Warner Bros.,2012,0,1,1,93,1
subaru impreza/wrx/wrx sti,81799,0.985605399,Positive,subaru impreza/wrx/wrx sti,Red Dawn,2008 subaru impreza,1,subaru impreza,79,"$43,468,052 ",FilmDistrict,2012,0,2,2,79,1
subaru legacy,47127,0.111459635,Positive,subaru legacy,The Amazing Spider-Man,1995 subaru legacy wagon,1,subaru legacy,6,"$262,030,663 ",Sony Pictures Entertainment (SPE),2012,0,1,1,6,1
subaru outback,117553,0.125932666,Positive,subaru outback,The Odd Life of Timothy Green,2000 subaru outback,3,subaru outback,62,"$51,816,367 ",Walt Disney Studios Motion Pictures,2012,2,6,8,62,3
subaru tribeca,2075,-0.256538875,Negative,0,,,,,,,,2012,,,,,
suzuki equator,1966,-0.075693465,Negative,0,,,,,,,,2012,,,,,
suzuki forenza/reno,1,0,Negative,0,,,,,,,,2012,,,,,
suzuki grand vitara,4954,-0.005220884,Negative,0,,,,,,,,2012,,,,,
suzuki kizashi,5566,-0.198213771,Negative,0,,,,,,,,2012,,,,,
suzuki sx4/aerio,12860,0.027238597,Positive,0,,,,,,,,2012,,,,,
suzuki xl7,10,-0.791666667,Negative,0,,,,,,,,2012,,,,,
toyota 4runner,48755,0.100166983,Positive,toyota 4runner,21 Jump Street,1999 toyota 4runner,1,toyota 4runner,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,0,3,3,18,1
toyota avalon,29556,0.021815039,Positive,toyota avalon,Resident Evil: Retribution,2008 toyota avalon,1,toyota avalon,81,"$42,345,531 ",Screen Gems,2012,0,1,1,81,1
toyota camry,404886,0.312391819,Positive,toyota camry,Taken 2,2011 toyota camry,3,toyota camry,17,"$138,936,379 ",Twentieth Century Fox,2012,2,21,23,17,3
toyota corolla/matrix,290947,0.210972326,Positive,toyota corolla/matrix,Flight,1985 toyota corolla,2,toyota corolla,27,"$91,978,551 ",Paramount Pictures,2012,0,33,33,27,2
toyota fj cruiser,13656,0.008492726,Positive,toyota fj cruiser,Rise of the Guardians,2007 toyota fj cruiser,1,toyota fj cruiser,29,"$91,337,659 ",DreamWorks,2012,0,1,1,29,1
toyota highlander,121055,0.195581322,Positive,toyota highlander,Think Like a Man,2004 toyota highlander,1,toyota highlander,28,"$91,547,205 ",Screen Gems,2012,0,5,5,28,1
toyota land cruiser,2895,0.741877256,Positive,toyota land cruiser,Safe House,toyota land cruiser,3,toyota land cruiser,21,"$126,373,434 ",Universal Pictures,2012,1,5,6,21,3
toyota prius,236655,0.734206342,Positive,toyota prius,The Possession,2008 toyota prius ii,3,toyota prius,66,"$49,130,154 ",Lionsgate,2012,2,6,8,66,3
toyota rav4,171877,0.299764816,Positive,0,,,,,,,,2012,,,,,
toyota sequoia,13151,0.009906312,Positive,0,,,,,,,,2012,,,,,
toyota sienna,114725,0.029579373,Positive,toyota sienna,The Watch,2011 toyota sienna,2,toyota sienna,94,"$35,353,000 ",Twentieth Century Fox,2012,0,3,3,94,2
toyota tacoma,141365,0.276952261,Positive,toyota tacoma,21 Jump Street,1998 toyota tacoma,1,toyota tacoma,18,"$138,447,667 ",Sony Pictures Entertainment (SPE),2012,0,2,2,18,1
toyota tundra,101621,0.225708014,Positive,toyota tundra,The Dictator,2004 toyota tundra,1,toyota tundra,51,"$59,650,222 ",Paramount Pictures,2012,0,1,1,51,1
toyota venza,43095,0.107726712,Positive,0,,,,,,,,2012,,,,,
toyota yaris hatchback,30590,-0.064640411,Negative,0,,,,,,,,2012,,,,,
volkswagen beetle,29174,3.510513296,Positive,0,,,,,,,,2012,,,,,
volkswagen cc,21646,-0.266287031,Negative,0,,,,,,,,2012,,,,,
volkswagen eos,6214,-0.175096243,Negative,0,,,,,,,,2012,,,,,
volkswagen golf/gti/r/sportwagen alltrack,40885,0.17803838,Positive,volkswagen golf/gti/r/sportwagen alltrack,The Avengers,2003 volkswagen golf iv [typ 1j],2,volkswagen golf,1,"$623,357,910 ",Walt Disney Studios Motion Pictures,2012,0,14,14,1,2
volkswagen jetta,170424,-0.039106901,Negative,volkswagen jetta,Ted,2005 volkswagen jetta a5 [typ 1k],3,volkswagen jetta,9,"$218,815,487 ",Universal Pictures,2012,1,18,19,9,3
volkswagen passat,117023,4.124720823,Positive,volkswagen passat,Skyfall,1999 volkswagen passat b5 [typ 3b],2,volkswagen passat,4,"$290,904,271 ",Sony Pictures Entertainment (SPE),2012,0,13,13,4,2
volkswagen routan,10483,-0.159544616,Negative,0,,,,,,,,2012,,,,,
volkswagen tiguan,31731,0.220892651,Positive,volkswagen tiguan,Project X,2009 volkswagen tiguan i [typ 5n],1,volkswagen tiguan,57,"$54,731,865 ",Warner Bros.,2012,0,1,1,57,1
volkswagen touareg,10553,0.400530856,Positive,volkswagen touareg,Ghost Rider: Spirit of Vengeance,volkswagen touareg i [typ 7l],3,volkswagen touareg,63,"$51,774,002 ",Sony Pictures Entertainment (SPE),2012,1,0,1,63,3
volvo c30,2827,-0.185537309,Negative,volvo c30,Skyfall,2010 volvo c30,1,volvo c30,4,"$290,904,271 ",Sony Pictures Entertainment (SPE),2012,0,1,1,4,1
volvo c70,4441,-0.099736469,Negative,0,,,,,,,,2012,,,,,
volvo s40,51,-0.982908847,Negative,volvo s40,This Is 40,2009 volvo s40,1,volvo s40,87,"$38,951,960 ",Universal Pictures,2012,0,1,1,87,1
volvo s60/v60,23356,0.097453247,Positive,volvo s60/v60,The Twilight Saga: Breaking Dawn - Part 2,2011 volvo s60,4,volvo s60,5,"$286,422,893 ",Lionsgate,2012,1,4,5,5,4
volvo s80,3277,-0.307919747,Negative,volvo s80,Paranormal Activity 4,2004 volvo s80,1,volvo s80,59,"$53,886,994 ",Paramount Pictures,2012,0,1,1,59,1
volvo xc60,19139,0.479972162,Positive,volvo xc60,The Amazing Spider-Man,2009 volvo xc60,2,volvo xc60,6,"$262,030,663 ",Sony Pictures Entertainment (SPE),2012,0,1,1,6,2
volvo xc70,5513,-0.035514346,Negative,volvo xc70,The Descendants,2006 volvo xc70,2,volvo xc70,76,"$44,209,129 ",Fox Searchlight Pictures,2012,0,3,3,76,2
volvo xc90,9513,-0.103308512,Negative,volvo xc90,The Amazing Spider-Man,volvo xc90,1,volvo xc90,6,"$262,030,663 ",Sony Pictures Entertainment (SPE),2012,0,2,2,6,1
