Release,Title,Year,Rated,Released,Runtime,Genre,Director,Actors,Country,Awards,Rotten Tomatoes,Metascore,IMDB,IMDB Votes,IMDB id,Top100 Year
World War Z,World War Z,2013,PG-13,21 Jun 2013,116 min,"Action, Adventure, Horror, Sci-Fi",Marc Forster,"Brad Pitt, Mireille Enos, Daniella Kertesz, James Badge Dale","USA, UK, Malta",3 wins & 24 nominations.,66%,63,7.0,"605,209",tt0816711,2013
The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013,PG-13,13 Dec 2013,161 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Nominated for 3 Oscars. Another 19 wins & 87 nominations.,74%,66,7.8,"605,693",tt1170358,2013
The Croods,The Croods,2013,PG,22 Mar 2013,98 min,"Animation, Adventure, Comedy, Family, Fantasy","Kirk DeMicco, Chris Sanders","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener",USA,Nominated for 1 Oscar. Another 5 wins & 45 nominations.,72%,55,7.2,"194,075",tt0481499,2013
The Heat,The Heat,2013,R,28 Jun 2013,117 min,"Action, Comedy, Crime",Paul Feig,"Sandra Bullock, Melissa McCarthy, Demián Bichir, Marlon Wayans",USA,7 wins & 16 nominations.,66%,60,6.6,"163,228",tt2404463,2013
We're the Millers,We're the Millers,2013,R,07 Aug 2013,110 min,"Comedy, Crime",Rawson Marshall Thurber,"Jennifer Aniston, Jason Sudeikis, Emma Roberts, Will Poulter","USA, UK",4 wins & 17 nominations.,48%,44,7.0,"406,881",tt1723121,2013
The Great Gatsby,The Great Gatsby,2013,PG-13,10 May 2013,143 min,"Drama, Romance",Baz Luhrmann,"Lisa Adam, Frank Aldridge, Amitabh Bachchan, Steve Bisley","Australia, USA",Won 2 Oscars. Another 48 wins & 86 nominations.,48%,55,7.2,"483,551",tt1343092,2013
The Conjuring,The Conjuring,2013,R,19 Jul 2013,112 min,"Horror, Mystery, Thriller",James Wan,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston",USA,15 wins & 23 nominations.,86%,68,7.5,"445,537",tt1457767,2013
Identity Thief,Identity Thief,2013,R,08 Feb 2013,111 min,"Comedy, Crime, Drama",Seth Gordon,"Jason Bateman, Melissa McCarthy, Jon Favreau, Amanda Peet",USA,1 win & 9 nominations.,19%,35,5.7,"125,717",tt2024432,2013
Grown Ups 2,Grown Ups 2,2013,PG-13,12 Jul 2013,101 min,Comedy,Dennis Dugan,"Adam Sandler, Kevin James, Chris Rock, David Spade",USA,5 wins & 15 nominations.,8%,19,5.4,"141,586",tt2191701,2013
The Wolverine,The Wolverine,2013,PG-13,26 Jul 2013,126 min,"Action, Sci-Fi",James Mangold,"Hugh Jackman, Tao Okamoto, Rila Fukushima, Hiroyuki Sanada","USA, UK",2 wins & 11 nominations.,71%,61,6.7,"432,902",tt1430132,2013
G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,PG-13,28 Mar 2013,110 min,"Action, Adventure, Sci-Fi, Thriller",Jon M. Chu,"Dwayne Johnson, Jonathan Pryce, Lee Byung-Hun, Elodie Yung",USA,1 win & 12 nominations.,28%,41,5.8,"173,586",tt1583421,2013
Now You See Me,Now You See Me,2013,PG-13,31 May 2013,115 min,"Crime, Mystery, Thriller",Louis Leterrier,"Jesse Eisenberg, Mark Ruffalo, Woody Harrelson, Isla Fisher","USA, France",1 win & 3 nominations.,50%,50,7.3,"600,234",tt1670345,2013
Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013,PG,27 Sep 2013,95 min,"Animation, Adventure, Comedy, Family, Fantasy, Sci-Fi","Cody Cameron, Kris Pearn","Bill Hader, Anna Faris, James Caan, Will Forte","USA, Canada",16 nominations.,71%,59,6.4,"91,714",tt1985966,2013
Lee Daniels' The Butler,Lee Daniels' The Butler,2013,PG-13,16 Aug 2013,132 min,"Biography, Drama",Lee Daniels,"Forest Whitaker, David Banner, Michael Rainey Jr., LaJessie Smith",USA,Nominated for 2 BAFTA Film Awards. Another 16 wins & 52 nominations.,72%,65,7.2,"109,594",tt1327773,2013
The Hangover Part III,The Hangover Part III,2013,R,23 May 2013,100 min,"Comedy, Crime",Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",USA,2 wins & 8 nominations.,20%,30,5.8,"294,913",tt1951261,2013
Epic,Epic,2013,PG,24 May 2013,102 min,"Animation, Adventure, Family, Fantasy, Mystery, Thriller",Chris Wedge,"Blake Anderson, Aziz Ansari, Allison Bills, Jim Conroy","USA, Ireland",2 wins & 21 nominations.,65%,52,6.7,"100,147",tt0848537,2013
Captain Phillips,Captain Phillips,2013,PG-13,11 Oct 2013,134 min,"Adventure, Biography, Crime, Drama, Thriller",Paul Greengrass,"Tom Hanks, Catherine Keener, Barkhad Abdi, Barkhad Abdirahman",USA,Nominated for 6 Oscars. Another 16 wins & 147 nominations.,93%,82,7.8,"424,677",tt1535109,2013
Silver Linings Playbook,Silver Linings Playbook,2012,R,25 Dec 2012,122 min,"Comedy, Drama, Romance",David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver",USA,Won 1 Oscar. Another 88 wins & 148 nominations.,92%,81,7.7,"665,620",tt1045658,2013
Pacific Rim,Pacific Rim,2013,PG-13,12 Jul 2013,131 min,"Action, Adventure, Sci-Fi",Guillermo del Toro,"Charlie Hunnam, Diego Klattenhoff, Idris Elba, Rinko Kikuchi","USA, Mexico, Hong Kong",Nominated for 1 BAFTA Film Award. Another 7 wins & 48 nominations.,72%,65,6.9,"468,199",tt1663662,2013
This Is the End,This Is the End,2013,R,12 Jun 2013,107 min,Comedy,"Evan Goldberg, Seth Rogen","James Franco, Jonah Hill, Seth Rogen, Jay Baruchel",USA,10 wins & 21 nominations.,83%,67,6.6,"385,977",tt1245492,2013
Bad Grandpa,Bad Grandpa,2013,R,25 Oct 2013,92 min,Comedy,Jeff Tremaine,"Johnny Knoxville, Jackson Nicoll, Gregorio, Georgina Cates",USA,Nominated for 1 Oscar. Another 1 win & 9 nominations.,61%,54,6.5,"89,389",tt3063516,2013
Olympus Has Fallen,Olympus Has Fallen,2013,R,22 Mar 2013,119 min,"Action, Thriller",Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Finley Jacobsen, Dylan McDermott",USA,1 win & 5 nominations.,49%,41,6.5,"258,697",tt2302755,2013
42,42,2013,PG-13,12 Apr 2013,128 min,"Biography, Drama, Sport",Brian Helgeland,"Chadwick Boseman, Harrison Ford, Nicole Beharie, Christopher Meloni",USA,2 wins & 21 nominations.,81%,62,7.5,"87,379",tt0453562,2013
Zero Dark Thirty,Zero Dark Thirty,2012,R,11 Jan 2013,157 min,"Drama, History, Thriller, War",Kathryn Bigelow,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler","USA, United Arab Emirates",Won 1 Oscar. Another 84 wins & 173 nominations.,91%,95,7.4,"274,147",tt1790885,2013
Django Unchained,Django Unchained,2012,R,25 Dec 2012,165 min,"Drama, Western",Quentin Tarantino,"Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington",USA,Won 2 Oscars. Another 55 wins & 158 nominations.,87%,81,8.4,"1,369,882",tt1853728,2013
Elysium,Elysium,2013,R,09 Aug 2013,109 min,"Action, Drama, Sci-Fi",Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley, Alice Braga","USA, Mexico, Canada",1 win & 10 nominations.,65%,61,6.6,"420,932",tt1535108,2013
Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013,PG-13,18 Dec 2013,119 min,Comedy,Adam McKay,"Will Ferrell, Steve Carell, Paul Rudd, David Koechner",USA,1 win & 24 nominations.,75%,61,6.3,"169,886",tt1229340,2013
Planes,Planes,2013,PG,09 Aug 2013,91 min,"Animation, Adventure, Comedy, Family",Klay Hall,"Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher",USA,5 nominations.,25%,39,5.7,"42,591",tt1691917,2013
The Lone Ranger,The Lone Ranger,2013,PG-13,03 Jul 2013,150 min,"Action, Adventure, Western",Gore Verbinski,"Johnny Depp, Armie Hammer, William Fichtner, Tom Wilkinson",USA,Nominated for 2 Oscars. Another 5 wins & 18 nominations.,30%,37,6.4,"222,119",tt1210819,2013
Oblivion,Oblivion,2013,PG-13,19 Apr 2013,124 min,"Action, Adventure, Sci-Fi",Joseph Kosinski,"Tom Cruise, Morgan Freeman, Olga Kurylenko, Andrea Riseborough",USA,1 win & 17 nominations.,53%,54,7.0,"488,667",tt1483013,2013
Insidious: Chapter 2,Insidious: Chapter 2,2013,PG-13,13 Sep 2013,106 min,"Horror, Mystery, Thriller",James Wan,"Patrick Wilson, Rose Byrne, Ty Simpkins, Lin Shaye","USA, Canada",16 nominations.,39%,40,6.6,"156,362",tt2226417,2013
Turbo,Turbo,2013,PG,17 Jul 2013,96 min,"Animation, Adventure, Comedy, Family, Sci-Fi, Sport",David Soren,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson",USA,1 win & 13 nominations.,67%,58,6.4,"85,169",tt1860353,2013
Les Misérables,Les Misérables,2012,PG-13,25 Dec 2012,158 min,"Drama, History, Musical, Romance, War",Tom Hooper,"Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried","UK, USA",Won 3 Oscars. Another 82 wins & 176 nominations.,70%,63,7.6,"310,661",tt1707386,2013
2 Guns,2 Guns,2013,R,02 Aug 2013,109 min,"Action, Crime, Thriller",Baltasar Kormákur,"Denzel Washington, Mark Wahlberg, Paula Patton, Edward James Olmos",USA,3 wins.,65%,55,6.7,"198,363",tt1272878,2013
The Hobbit: An Unexpected Journey,The Hobbit: An Unexpected Journey,2012,PG-13,14 Dec 2012,169 min,"Adventure, Fantasy",Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","New Zealand, USA",Nominated for 3 Oscars. Another 11 wins & 72 nominations.,64%,58,7.8,"761,054",tt0903624,2013
White House Down,White House Down,2013,PG-13,28 Jun 2013,131 min,"Action, Drama, Thriller",Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke",USA,3 wins & 9 nominations.,51%,52,6.4,"207,422",tt2334879,2013
Mama,Mama,2013,PG-13,18 Jan 2013,100 min,"Fantasy, Horror, Thriller",Andy Muschietti,"Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse","Canada, Spain, Mexico",11 wins & 19 nominations.,63%,57,6.2,"169,393",tt2023587,2013
Safe Haven,Safe Haven,2013,PG-13,14 Feb 2013,115 min,"Drama, Romance, Thriller",Lasse Hallström,"Julianne Hough, Irene Ziegler, Jon Kohler, Tim Parati",USA,3 wins & 7 nominations.,13%,34,6.7,"104,554",tt1702439,2013
The Smurfs 2,The Smurfs 2,2013,PG,31 Jul 2013,105 min,"Animation, Adventure, Comedy, Family, Fantasy",Raja Gosnell,"Hank Azaria, Neil Patrick Harris, Brendan Gleeson, Jayma Mays","USA, France, Canada, Belgium",8 nominations.,14%,34,5.3,"38,263",tt2017020,2013
The Best Man Holiday,The Best Man Holiday,2013,R,15 Nov 2013,123 min,"Comedy, Drama",Malcolm D. Lee,"Monica Calhoun, Morris Chestnut, Melissa De Sousa, Taye Diggs",USA,3 wins & 15 nominations.,70%,59,6.7,"14,977",tt2083355,2013
Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,PG,07 Aug 2013,106 min,"Adventure, Family, Fantasy, Thriller",Thor Freudenthal,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin",USA,3 wins & 5 nominations.,42%,39,5.8,"111,063",tt1854564,2013
American Hustle,American Hustle,2013,R,20 Dec 2013,138 min,"Crime, Drama",David O. Russell,"Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner","USA, China",Nominated for 10 Oscars. Another 69 wins & 217 nominations.,92%,90,7.2,"451,564",tt1800241,2013
A Good Day to Die Hard,A Good Day to Die Hard,2013,R,14 Feb 2013,98 min,"Action, Thriller",John Moore,"Bruce Willis, Jai Courtney, Sebastian Koch, Mary Elizabeth Winstead","USA, UK, Hungary",5 wins & 8 nominations.,14%,28,5.3,"199,031",tt1606378,2013
Warm Bodies,Warm Bodies,2013,PG-13,01 Feb 2013,98 min,"Comedy, Horror, Romance",Jonathan Levine,"Nicholas Hoult, Teresa Palmer, Analeigh Tipton, Rob Corddry","USA, Canada",1 win & 10 nominations.,81%,60,6.8,"219,971",tt1588173,2013
Jack the Giant Slayer,Jack the Giant Slayer,2013,PG-13,01 Mar 2013,114 min,"Adventure, Comedy, Family, Fantasy",Bryan Singer,"Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci","UK, USA",1 win & 4 nominations.,52%,51,6.2,"132,163",tt1351685,2013
The Purge,The Purge,2013,R,07 Jun 2013,85 min,"Horror, Sci-Fi, Thriller",James DeMonaco,"Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane","USA, France",2 wins & 6 nominations.,39%,41,5.7,"203,918",tt2184339,2013
Last Vegas,Last Vegas,2013,PG-13,01 Nov 2013,105 min,"Comedy, Drama",Jon Turteltaub,"Michael Douglas, Robert De Niro, Morgan Freeman, Kevin Kline",USA,4 wins & 1 nomination.,46%,48,6.6,"128,786",tt1204975,2013
Ender's Game,Ender's Game,2013,PG-13,01 Nov 2013,114 min,"Action, Adventure, Fantasy, Sci-Fi",Gavin Hood,"Asa Butterfield, Harrison Ford, Hailee Steinfeld, Abigail Breslin",USA,1 win & 6 nominations.,62%,51,6.6,"224,907",tt1731141,2013
Prisoners,Prisoners,2013,R,20 Sep 2013,153 min,"Crime, Drama, Mystery, Thriller",Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",USA,Nominated for 1 Oscar. Another 10 wins & 37 nominations.,81%,70,8.1,"608,032",tt1392214,2013
After Earth,After Earth,2013,PG-13,31 May 2013,100 min,"Action, Adventure, Sci-Fi",M. Night Shyamalan,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz",USA,3 wins & 8 nominations.,11%,33,4.8,"192,354",tt1815862,2013
Escape from Planet Earth,Escape from Planet Earth,2012,PG,15 Feb 2013,89 min,"Animation, Adventure, Comedy, Family, Sci-Fi",Cal Brunker,"Brendan Fraser, Rob Corddry, Ricky Gervais, Jonathan Morgan Heit","USA, Canada",1 win.,35%,35,5.9,"24,528",tt0765446,2013
Hansel & Gretel: Witch Hunters,Hansel & Gretel: Witch Hunters,2013,R,25 Jan 2013,88 min,"Action, Fantasy, Horror",Tommy Wirkola,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala","USA, Germany",3 wins & 4 nominations.,16%,23,6.1,"195,485",tt1428538,2013
Free Birds,Free Birds,2013,PG,01 Nov 2013,91 min,"Animation, Adventure, Comedy, Family, Sci-Fi",Jimmy Hayward,"Owen Wilson, Woody Harrelson, Amy Poehler, George Takei",USA,2 nominations.,20%,38,5.8,"22,637",tt1621039,2013
Evil Dead,Evil Dead,2013,R,05 Apr 2013,91 min,Horror,Fede Alvarez,"Jane Levy, Shiloh Fernandez, Lou Taylor Pucci, Jessica Lucas",USA,6 wins & 18 nominations.,63%,57,6.5,"157,349",tt1288558,2013
RED 2,RED 2,2013,PG-13,19 Jul 2013,116 min,"Action, Adventure, Comedy, Crime, Thriller",Dean Parisot,"Bruce Willis, John Malkovich, Mary-Louise Parker, Helen Mirren","USA, France, Canada, Russia",3 nominations.,44%,47,6.6,"161,006",tt1821694,2013
Temptation: Confessions of a Marriage Counselor,Tyler Perry's Temptation: Confessions of A Marriage Counselor,2013,PG-13,29 Mar 2013,111 min,"Drama, Thriller",Tyler Perry,"Jurnee Smollett, Lance Gross, Kim Kardashian West, Vanessa Williams",USA,1 win & 5 nominations.,17%,26,5.0,"11,460",tt2070862,2013
The Call,The Call,2013,R,15 Mar 2013,94 min,"Crime, Drama, Horror, Thriller",Brad Anderson,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund",USA,1 win & 11 nominations.,44%,51,6.7,"113,665",tt1911644,2013
Pain & Gain,Pain & Gain,2013,R,26 Apr 2013,129 min,"Action, Comedy, Crime, Drama",Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie, Tony Shalhoub",USA,4 nominations.,50%,45,6.4,"201,984",tt1980209,2013
Lincoln,Lincoln,2012,PG-13,16 Nov 2012,150 min,"Biography, Drama, History, War",Steven Spielberg,"Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt","USA, India",Won 2 Oscars. Another 106 wins & 252 nominations.,89%,86,7.3,"246,590",tt0443272,2013
Gangster Squad,Gangster Squad,2013,R,11 Jan 2013,113 min,"Action, Crime, Drama, Thriller",Ruben Fleischer,"Sean Penn, Holt McCallany, Wade Williams, James Landry Hébert",USA,5 nominations.,31%,40,6.7,"207,104",tt1321870,2013
A Madea Christmas,A Madea Christmas,2013,PG-13,13 Dec 2013,100 min,"Comedy, Drama, Romance",Tyler Perry,"Tyler Perry, Anna Maria Horsford, Tika Sumpter, Eric Lively",USA,1 win & 6 nominations.,20%,28,4.9,"5,912",tt2609758,2013
The Internship,The Internship,2013,PG-13,07 Jun 2013,119 min,Comedy,Shawn Levy,"Vince Vaughn, Owen Wilson, Rose Byrne, Aasif Mandvi",USA,2 nominations.,35%,42,6.3,"190,209",tt2234155,2013
Instructions Not Included,Instructions Not Included,2013,PG-13,06 Sep 2013,122 min,"Comedy, Drama",Eugenio Derbez,"Andrés Vázquez, Hugo Stiglitz, Eugenio Derbez, Leia Freitas",Mexico,5 wins & 2 nominations.,57%,55,7.5,"29,343",tt2378281,2013
Saving Mr. Banks,Saving Mr. Banks,2013,PG-13,20 Dec 2013,125 min,"Biography, Comedy, Drama",John Lee Hancock,"Emma Thompson, Tom Hanks, Annie Rose Buckley, Colin Farrell","USA, UK, Australia",Nominated for 1 Oscar. Another 13 wins & 73 nominations.,79%,65,7.5,"153,230",tt2140373,2013
Parental Guidance,Parental Guidance,2012,PG,25 Dec 2012,105 min,"Comedy, Family",Andy Fickman,"Billy Crystal, Bette Midler, Marisa Tomei, Tom Everett Scott",USA,1 win & 4 nominations.,18%,36,6.0,"24,888",tt1047540,2013
Snitch,Snitch,2013,PG-13,22 Feb 2013,112 min,"Action, Drama, Thriller",Ric Roman Waugh,"Dwayne Johnson, Barry Pepper, Jon Bernthal, Susan Sarandon","USA, United Arab Emirates, UK",1 nomination.,57%,51,6.4,"83,539",tt0882977,2013
Riddick,Riddick,2013,R,06 Sep 2013,119 min,"Action, Adventure, Sci-Fi, Thriller",David Twohy,"Vin Diesel, Jordi Mollà, Matt Nable, Katee Sackhoff","Canada, USA",2 nominations.,57%,49,6.4,"154,947",tt1411250,2013
The Wolf of Wall Street,The Wolf of Wall Street,2013,R,25 Dec 2013,180 min,"Biography, Crime, Drama",Martin Scorsese,"Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey",USA,Nominated for 5 Oscars. Another 37 wins & 174 nominations.,79%,75,8.2,"1,203,848",tt0993846,2013
A Haunted House,A Haunted House,2013,R,11 Jan 2013,86 min,"Comedy, Fantasy",Michael Tiddes,"Marlon Wayans, Marlene Forte, Essence Atkins, David Koechner",USA,1 win & 1 nomination.,9%,20,5.0,"44,159",tt2243537,2013
Life of Pi,Life of Pi,2012,PG,21 Nov 2012,127 min,"Adventure, Drama, Fantasy",Ang Lee,"Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur","USA, Taiwan, UK, Mexico, Canada, France, India",Won 4 Oscars. Another 77 wins & 134 nominations.,86%,79,7.9,"584,966",tt0454876,2013
12 Years a Slave,12 Years a Slave,2013,R,08 Nov 2013,134 min,"Biography, Drama, History",Steve McQueen,"Chiwetel Ejiofor, Dwight Henry, Dickie Gravois, Bryan Batt","USA, UK",Won 3 Oscars. Another 240 wins & 335 nominations.,95%,96,8.1,"645,844",tt2024544,2013
The Family,The Family,2013,R,13 Sep 2013,111 min,"Comedy, Crime, Thriller",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","France, UK, USA",1 nomination.,28%,42,6.3,"111,033",tt2404311,2013
Carrie,Carrie,1976,R,16 Nov 1976,98 min,Horror,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt",USA,Nominated for 2 Oscars. Another 3 wins & 6 nominations.,93%,85,7.4,"169,351",tt0074285,2013
Texas Chainsaw,Texas Chainsaw,2013,R,04 Jan 2013,92 min,"Horror, Thriller",John Luessenhop,"Alexandra Daddario, Dan Yeager, Trey Songz, Scott Eastwood",USA,2 wins & 7 nominations.,19%,N/A,4.8,"46,031",tt1572315,2013
R.I.P.D.,R.I.P.D.,2013,PG-13,19 Jul 2013,96 min,"Action, Adventure, Comedy, Crime, Fantasy, Sci-Fi",Robert Schwentke,"Jeff Bridges, Ryan Reynolds, Kevin Bacon, Mary-Louise Parker",USA,N/A,13%,25,5.6,"118,690",tt0790736,2013
Blue Jasmine,Blue Jasmine,2013,PG-13,23 Aug 2013,98 min,Drama,Woody Allen,"Cate Blanchett, Joy Carlin, Richard Conti, Glen Caspillo",USA,Won 1 Oscar. Another 55 wins & 81 nominations.,91%,78,7.3,"192,846",tt2334873,2013
Jack Reacher,Jack Reacher,2012,PG-13,21 Dec 2012,130 min,"Action, Thriller",Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",USA,1 win & 6 nominations.,64%,50,7.0,"311,416",tt0790724,2013
Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013,R,03 Jul 2013,75 min,"Documentary, Comedy","Leslie Small, Tim Story","Kevin Hart, Harry Ratchford, Will 'Spank' Horton, Joey Wells",USA,1 win & 1 nomination.,61%,53,6.8,"8,570",tt2609912,2013
Side Effects,Side Effects,2013,R,08 Feb 2013,106 min,"Crime, Drama, Mystery, Thriller",Steven Soderbergh,"Rooney Mara, Carmen Pelaez, Marin Ireland, Channing Tatum",USA,5 nominations.,81%,75,7.1,"180,709",tt2053463,2013
Scary Movie V,Scary Movie V,2013,PG-13,12 Apr 2013,86 min,"Comedy, Horror","Malcolm D. Lee, David Zucker","Ashley Tisdale, Simon Rex, Gracie Whitton, Ava Kolker",USA,5 nominations.,4%,11,3.5,"66,185",tt0795461,2013
The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,PG,25 Dec 2013,114 min,"Adventure, Comedy, Drama, Fantasy, Romance",Ben Stiller,"Ben Stiller, Kristen Wiig, Jon Daly, Kathryn Hahn","USA, UK",5 wins & 18 nominations.,51%,54,7.3,"294,429",tt0359950,2013
The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,PG-13,21 Aug 2013,130 min,"Action, Adventure, Fantasy, Horror, Mystery, Romance",Harald Zwart,"Lily Collins, Jamie Campbell Bower, Kevin Zegers, Jemima West","USA, Germany, Canada, UK",6 wins & 11 nominations.,13%,33,5.9,"128,277",tt1538403,2013
Delivery Man,Delivery Man,2013,PG-13,22 Nov 2013,105 min,"Comedy, Drama",Ken Scott,"Vince Vaughn, Chris Pratt, Cobie Smulders, Andrzej Blumenfeld","USA, India, Canada",N/A,40%,44,6.4,"75,242",tt2387559,2013
One Direction: This Is Us,One Direction: This Is Us,2013,PG,30 Aug 2013,92 min,"Documentary, Music",Morgan Spurlock,"Niall Horan, Zayn Malik, Liam Payne, Harry Styles",USA,1 nomination.,63%,49,4.3,"23,617",tt2515086,2013
Kick-Ass 2,Kick-Ass 2,2013,R,16 Aug 2013,103 min,"Action, Comedy, Crime, Thriller",Jeff Wadlow,"Aaron Taylor-Johnson, Chloë Grace Moretz, Morris Chestnut, Claudia Lee","UK, USA, Japan",1 win & 9 nominations.,32%,41,6.5,"255,437",tt1650554,2013
This Is 40,This Is 40,2012,R,21 Dec 2012,134 min,"Comedy, Romance",Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow",USA,2 wins & 11 nominations.,51%,59,6.2,"128,622",tt1758830,2013
